date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:49	85/85	---MCZ	200	added ('OK')	text/plain	etag:W/%2260c6022c-41%22	https://getzeus.app/robots.txt		(from )
12:56:50	20654/20654	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Jun%202021%2013:03:40%20GMT	https://getzeus.app/	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/index.html	(from )
12:56:51	1886/1886	---MCZ	200	added ('OK')	text/css	etag:W/%2260c6022c-75e%22	https://getzeus.app/css/normalize.css	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/css/normalize.css	(from https://getzeus.app/)
12:56:52	7529/7529	---M-Z	200	added ('OK')	application/javascript	etag:%2260cc043c-ce1%22	https://arc.io/widget.min.js	C:/Users/dell/Desktop/iphone/abujahl/arc.io/widget.min.js	(from https://getzeus.app/)
12:56:56	30040/30040	---MCZ	200	added ('OK')	text/css	etag:W/%2260c6022c-7558%22	https://getzeus.app/css/base.css	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/css/base.css	(from https://getzeus.app/)
12:56:58	22890/22890	---MCZ	200	added ('OK')	text/css	etag:W/%2260c6022c-596a%22	https://getzeus.app/css/zeus.css?1cc1	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/css/zeus4f47.css	(from https://getzeus.app/)
12:57:00	1372/1372	---M--	200	added ('OK')	image/png	etag:%2260c6022c-55c%22	https://getzeus.app/apple-icon-57x57.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/apple-icon-57x57.png	(from https://getzeus.app/)
12:57:00	138687/138687	---MC-	200	added ('OK')	text/javascript	date:Fri,%2018%20Jun%202021%2019:56:55%20GMT	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/dell/Desktop/iphone/abujahl/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://getzeus.app/)
12:57:02	1375/1375	---M--	200	added ('OK')	image/png	etag:%2260c6022c-55f%22	https://getzeus.app/apple-icon-60x60.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/apple-icon-60x60.png	(from https://getzeus.app/)
12:57:07	1674/1674	---M--	200	added ('OK')	image/png	etag:%2260c6022c-68a%22	https://getzeus.app/apple-icon-72x72.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/apple-icon-72x72.png	(from https://getzeus.app/)
12:57:09	1712/1712	---M--	200	added ('OK')	image/png	etag:%2260c6022c-6b0%22	https://getzeus.app/apple-icon-76x76.png	C:/Users/dell/Desktop/iphone/abujahl/getzeus.app/apple-icon-76x76.png	(from https://getzeus.app/)
